fpr_eqgnn,tpr_eqgnn,labels_all,y_score_eqgnn
0.0,0.0,0,1.5475335
0.0,0.0017152658662092624,0,0.28297204
0.0,0.03773584905660377,0,0.7303598
0.0014992503748125937,0.03773584905660377,0,1.0266179
0.0014992503748125937,0.28987993138936535,0,1.0675555
0.0029985007496251873,0.28987993138936535,0,1.687753
0.0029985007496251873,0.3190394511149228,0,1.7696916
0.004497751124437781,0.3190394511149228,0,1.4356716
0.004497751124437781,0.3379073756432247,0,0.03604356
0.005997001499250375,0.3379073756432247,1,0.5745461
0.005997001499250375,0.34476843910806176,1,1.2199672
0.0074962518740629685,0.34476843910806176,0,0.0010823798
0.0074962518740629685,0.3704974271012007,0,0.72420156
0.010494752623688156,0.3704974271012007,0,0.5903152
0.010494752623688156,0.37392795883361923,0,1.3936119
0.01199400299850075,0.37392795883361923,1,0.05188672
0.01199400299850075,0.37735849056603776,1,2.3299792
0.013493253373313344,0.37735849056603776,1,1.3070942
0.013493253373313344,0.39451114922813035,1,1.5698887
0.014992503748125937,0.39451114922813035,1,2.5615354
0.014992503748125937,0.3979416809605489,1,0.47935933
0.01649175412293853,0.3979416809605489,1,1.7475622
0.01649175412293853,0.40308747855917665,0,0.15376043
0.019490254872563718,0.40308747855917665,0,0.4858224
0.019490254872563718,0.41509433962264153,0,0.46202505
0.020989505247376312,0.41509433962264153,1,3.6791203
0.020989505247376312,0.41680960548885077,1,0.47479463
0.022488755622188907,0.41680960548885077,1,2.4555395
0.022488755622188907,0.42710120068610635,1,1.9588335
0.0239880059970015,0.42710120068610635,0,0.02557942
0.0239880059970015,0.4288164665523156,1,0.5714984
0.025487256371814093,0.4288164665523156,0,0.048066333
0.025487256371814093,0.4425385934819897,1,3.4865592
0.029985007496251874,0.4425385934819897,0,0.3393403
0.029985007496251874,0.44939965694682676,0,1.0886225
0.03298350824587706,0.44939965694682676,0,1.0570741
0.03298350824587706,0.451114922813036,0,0.92043275
0.035982008995502246,0.451114922813036,0,0.5385989
0.035982008995502246,0.4562607204116638,0,0.41499445
0.04047976011994003,0.4562607204116638,0,0.7814911
0.04047976011994003,0.45797598627787306,0,0.61688673
0.043478260869565216,0.45797598627787306,0,0.5208925
0.043478260869565216,0.45969125214408235,0,2.2885163
0.044977511244377814,0.45969125214408235,0,1.3713287
0.044977511244377814,0.4614065180102916,1,3.6672826
0.047976011994003,0.4614065180102916,0,1.3776047
0.047976011994003,0.4648370497427101,1,0.7708225
0.049475262368815595,0.4648370497427101,0,0.7390606
0.049475262368815595,0.4665523156089194,1,0.007986492
0.05547226386806597,0.4665523156089194,1,3.1659036
0.05547226386806597,0.4716981132075472,1,0.45592856
0.06446776611694154,0.4716981132075472,0,1.7420611
0.06446776611694154,0.4751286449399657,0,1.3231298
0.06596701649175413,0.4751286449399657,1,2.0467107
0.06596701649175413,0.47855917667238423,1,3.2123973
0.07796101949025487,0.47855917667238423,0,0.43256405
0.07796101949025487,0.48198970840480276,1,1.1866238
0.07946026986506746,0.48198970840480276,1,0.5932619
0.07946026986506746,0.4854202401372213,1,0.5021796
0.08245877061469266,0.4854202401372213,0,0.8376061
0.08245877061469266,0.48713550600343053,1,0.03523453
0.10644677661169415,0.48713550600343053,0,1.4998288
0.10644677661169415,0.4888507718696398,0,1.4845245
0.10794602698650675,0.4888507718696398,0,0.38539627
0.10794602698650675,0.49056603773584906,0,0.998872
0.11244377811094453,0.49056603773584906,1,3.7563825
0.11244377811094453,0.4922813036020583,0,2.4028177
0.11394302848575712,0.4922813036020583,0,0.004272221
0.11394302848575712,0.4957118353344768,1,2.9292603
0.11694152923538231,0.4957118353344768,1,2.3021562
0.11694152923538231,0.4974271012006861,0,0.010816588
0.12293853073463268,0.4974271012006861,1,2.2130604
0.12293853073463268,0.49914236706689535,0,1.7801679
0.12593703148425786,0.49914236706689535,0,1.6762028
0.12593703148425786,0.5025728987993139,0,0.5300571
0.13193403298350825,0.5025728987993139,0,0.7795483
0.13193403298350825,0.5042881646655232,1,2.6933348
0.13493253373313344,0.5042881646655232,1,0.4989716
0.13493253373313344,0.5060034305317325,0,0.95959705
0.136431784107946,0.5060034305317325,1,0.06514962
0.136431784107946,0.5077186963979416,1,0.5612727
0.1424287856071964,0.5077186963979416,0,0.5285092
0.1424287856071964,0.5094339622641509,0,0.012915608
0.14842578710644677,0.5094339622641509,1,0.6227474
0.14842578710644677,0.5111492281303602,1,0.38551024
0.15892053973013492,0.5111492281303602,1,0.8671235
0.15892053973013492,0.5128644939965694,0,0.31646568
0.16041979010494753,0.5128644939965694,0,0.3455553
0.16041979010494753,0.5145797598627787,1,2.5945237
0.1664167916041979,0.5145797598627787,0,0.42218614
0.1664167916041979,0.516295025728988,1,3.0623221
0.1679160419790105,0.516295025728988,1,0.913426
0.1679160419790105,0.5180102915951973,1,3.127903
0.17391304347826086,0.5180102915951973,0,0.33825064
0.17391304347826086,0.5197255574614065,0,1.5637281
0.18440779610194902,0.5197255574614065,0,0.18670331
0.18440779610194902,0.5214408233276158,1,1.543107
0.1904047976011994,0.5214408233276158,0,1.9902676
0.1904047976011994,0.5265866209262435,0,0.03224554
0.20089955022488756,0.5265866209262435,0,1.0309052
0.20089955022488756,0.5283018867924528,1,0.6874751
0.20539730134932535,0.5283018867924528,0,0.8372123
0.20539730134932535,0.5300171526586621,0,0.5357039
0.20689655172413793,0.5300171526586621,0,1.6811494
0.20689655172413793,0.5317324185248714,1,1.8753084
0.2098950524737631,0.5317324185248714,0,1.688807
0.2098950524737631,0.5351629502572899,0,1.440419
0.2128935532233883,0.5351629502572899,0,0.9134604
0.2128935532233883,0.5368782161234992,1,0.3696378
0.2143928035982009,0.5368782161234992,0,0.17993872
0.2143928035982009,0.5385934819897084,0,0.4613081
0.2158920539730135,0.5385934819897084,1,6.496423
0.2158920539730135,0.5420240137221269,0,0.88805443
0.21739130434782608,0.5420240137221269,1,2.5756676
0.21739130434782608,0.5437392795883362,0,0.8142166
0.22038980509745126,0.5437392795883362,0,0.36149034
0.22038980509745126,0.548885077186964,1,2.877281
0.22188905547226387,0.548885077186964,1,1.4434133
0.22188905547226387,0.5506003430531733,0,0.03722454
0.22788605697151423,0.5506003430531733,0,1.7797803
0.22788605697151423,0.5523156089193825,1,3.519478
0.22938530734632684,0.5523156089193825,0,0.24257149
0.22938530734632684,0.5540308747855918,0,0.37639725
0.23238380809595202,0.5540308747855918,1,0.25702262
0.23238380809595202,0.5557461406518011,0,0.885872
0.2353823088455772,0.5557461406518011,0,0.77745193
0.2353823088455772,0.5574614065180102,1,0.023475897
0.239880059970015,0.5574614065180102,0,0.26476598
0.239880059970015,0.5591766723842195,1,5.6971458e-05
0.24287856071964017,0.5591766723842195,0,1.5174333
0.24287856071964017,0.5643224699828473,0,2.047849
0.25037481259370314,0.5643224699828473,0,0.96371
0.25037481259370314,0.5677530017152659,1,1.3632396
0.2563718140929535,0.5677530017152659,0,1.1966957
0.2563718140929535,0.5711835334476844,0,0.54736686
0.2593703148425787,0.5711835334476844,1,1.6443721
0.2593703148425787,0.5728987993138936,1,0.5080181
0.2638680659670165,0.5728987993138936,1,1.3960912
0.2638680659670165,0.5746140651801029,0,1.2697642
0.2683658170914543,0.5746140651801029,1,0.4375243
0.2683658170914543,0.5763293310463122,0,1.814431
0.2773613193403298,0.5763293310463122,0,0.36611107
0.2773613193403298,0.5780445969125214,0,0.30228025
0.280359820089955,0.5780445969125214,1,0.5227665
0.280359820089955,0.5797598627787307,0,1.2459085
0.28335832083958024,0.5797598627787307,1,1.3688595
0.28335832083958024,0.58147512864494,0,0.08380466
0.2908545727136432,0.58147512864494,0,0.18318705
0.2908545727136432,0.5831903945111492,0,0.31915715
0.2938530734632684,0.5831903945111492,1,3.6831462
0.2938530734632684,0.5883361921097771,0,0.42555007
0.29685157421289354,0.5883361921097771,1,0.61604196
0.29685157421289354,0.5900514579759862,1,2.326217
0.29985007496251875,0.5900514579759862,1,2.0378385
0.29985007496251875,0.5917667238421955,0,0.27896252
0.30134932533733133,0.5917667238421955,1,2.1236901
0.30134932533733133,0.5934819897084048,0,1.1701448
0.3028485757121439,0.5934819897084048,0,0.12012566
0.3028485757121439,0.5969125214408233,0,0.3609156
0.3103448275862069,0.5969125214408233,1,1.8206227
0.3103448275862069,0.5986277873070326,1,0.91910124
0.3193403298350825,0.5986277873070326,0,0.38047537
0.3193403298350825,0.6003430531732419,0,0.0026468558
0.32083958020989506,0.6003430531732419,0,0.52678484
0.32083958020989506,0.6020583190394511,1,2.7895255
0.3328335832083958,0.6020583190394511,1,4.422401
0.3328335832083958,0.6037735849056604,1,0.4989716
0.33883058470764615,0.6037735849056604,0,0.40153277
0.33883058470764615,0.6054888507718696,1,1.575069
0.34182908545727136,0.6054888507718696,1,3.7952757
0.34182908545727136,0.6072041166380789,0,1.6673429
0.34782608695652173,0.6072041166380789,0,1.8001084
0.34782608695652173,0.6106346483704974,1,0.31816986
0.3583208395802099,0.6106346483704974,1,0.5703519
0.3583208395802099,0.614065180102916,0,1.4396207
0.3598200899550225,0.614065180102916,1,2.5615811
0.3598200899550225,0.6157804459691252,0,0.38268402
0.36731634182908546,0.6157804459691252,1,2.9877121
0.36731634182908546,0.6192109777015438,1,5.579211
0.37181409295352325,0.6192109777015438,0,1.4119707
0.37181409295352325,0.6209262435677531,0,0.11713951
0.3733133433283358,0.6209262435677531,0,0.61712307
0.3733133433283358,0.62778730703259,1,2.5331984
0.3748125937031484,0.62778730703259,0,0.38403544
0.3748125937031484,0.6329331046312179,0,0.35392496
0.3778110944527736,0.6329331046312179,1,3.0375404
0.3778110944527736,0.6346483704974271,0,1.8405043
0.39280359820089955,0.6346483704974271,1,2.5397596
0.39280359820089955,0.6363636363636364,1,3.1493578
0.39430284857571213,0.6363636363636364,1,2.351619
0.39430284857571213,0.6397941680960549,0,0.48613274
0.4002998500749625,0.6397941680960549,1,3.010325
0.4002998500749625,0.6415094339622641,0,0.0011617085
0.4047976011994003,0.6415094339622641,1,0.7282157
0.4047976011994003,0.6466552315608919,0,0.45593277
0.41679160419790107,0.6466552315608919,1,2.8795905
0.41679160419790107,0.6483704974271012,0,0.4092255
0.424287856071964,0.6483704974271012,1,1.3643662
0.424287856071964,0.6500857632933105,0,0.12498314
0.4257871064467766,0.6500857632933105,1,2.0432906
0.4257871064467766,0.6535162950257289,0,1.6864525
0.43778110944527737,0.6535162950257289,1,0.5275628
0.43778110944527737,0.6552315608919382,0,0.76651484
0.44227886056971516,0.6552315608919382,1,4.2089257
0.44227886056971516,0.6586620926243568,1,0.063204244
0.4482758620689655,0.6586620926243568,0,0.38539627
0.4482758620689655,0.6620926243567753,1,3.6602488
0.46026986506746626,0.6620926243567753,0,0.42577323
0.46026986506746626,0.6638078902229846,1,1.0038102
0.46776611694152925,0.6638078902229846,1,2.7426004
0.46776611694152925,0.6689536878216124,0,1.3140591
0.46926536731634183,0.6689536878216124,0,0.26284763
0.46926536731634183,0.6706689536878216,1,0.52436465
0.4767616191904048,0.6706689536878216,1,0.5139028
0.4767616191904048,0.6723842195540308,1,0.4771175
0.4782608695652174,0.6723842195540308,0,0.08734356
0.4782608695652174,0.6775300171526587,1,3.1190422
0.47976011994003,0.6775300171526587,0,0.35867417
0.47976011994003,0.6792452830188679,1,0.067224935
0.48575712143928035,0.6792452830188679,1,3.416916
0.48575712143928035,0.6826758147512865,0,0.52956724
0.5007496251874063,0.6826758147512865,0,0.8346584
0.5007496251874063,0.6878216123499142,0,0.47968352
0.512743628185907,0.6878216123499142,1,1.4069266
0.512743628185907,0.6895368782161235,1,3.4865243
0.5142428785607196,0.6895368782161235,1,1.966734
0.5142428785607196,0.6912521440823327,1,0.5285793
0.5157421289355323,0.6912521440823327,0,1.3052105
0.5157421289355323,0.6946826758147513,1,3.0313213
0.5172413793103449,0.6946826758147513,1,2.4417768
0.5172413793103449,0.6998284734133791,0,1.0109143
0.5187406296851574,0.6998284734133791,0,0.27174652
0.5187406296851574,0.7015437392795884,1,3.1590948
0.5232383808095952,0.7015437392795884,0,0.05127872
0.5232383808095952,0.7049742710120068,1,0.76570696
0.5247376311844077,0.7049742710120068,1,3.0592432
0.5247376311844077,0.7084048027444254,0,0.016855536
0.5352323838080959,0.7084048027444254,1,3.8215046
0.5352323838080959,0.7118353344768439,0,0.5018792
0.5367316341829086,0.7118353344768439,0,1.5789734
0.5367316341829086,0.7135506003430532,0,1.5244162
0.5382308845577212,0.7135506003430532,0,0.44066817
0.5382308845577212,0.7152658662092625,1,0.7008392
0.5397301349325337,0.7152658662092625,1,1.0863422
0.5397301349325337,0.7204116638078902,0,0.0020755727
0.5442278860569715,0.7204116638078902,1,3.6798708
0.5442278860569715,0.7221269296740995,0,0.09194679
0.545727136431784,0.7221269296740995,1,0.5150129
0.545727136431784,0.7272727272727273,1,1.7277404
0.5487256371814093,0.7272727272727273,1,0.5034983
0.5487256371814093,0.7289879931389366,0,1.396347
0.553223388305847,0.7289879931389366,0,1.0966018
0.553223388305847,0.7307032590051458,1,0.06844223
0.56071964017991,0.7307032590051458,0,0.004978326
0.56071964017991,0.7341337907375644,0,0.69106084
0.5622188905547226,0.7341337907375644,1,1.8139766
0.5622188905547226,0.7375643224699828,0,0.39967576
0.5652173913043478,0.7375643224699828,0,0.6984466
0.5652173913043478,0.7392795883361921,0,0.2363002
0.5727136431784108,0.7392795883361921,1,3.767458
0.5727136431784108,0.7409948542024014,0,0.54538774
0.5742128935532234,0.7409948542024014,0,0.3045353
0.5742128935532234,0.7444253859348199,1,0.57739073
0.5772113943028486,0.7444253859348199,0,0.5720483
0.5772113943028486,0.7495711835334476,1,4.4228992
0.5802098950524738,0.7495711835334476,1,0.6248611
0.5802098950524738,0.7530017152658662,1,0.20938022
0.5817091454272864,0.7530017152658662,0,0.45476636
0.5817091454272864,0.7598627787307033,0,0.028209422
0.5832083958020989,0.7598627787307033,0,0.32032207
0.5832083958020989,0.7667238421955404,0,0.9859261
0.5862068965517241,0.7667238421955404,1,1.3934072
0.5862068965517241,0.7684391080617495,1,3.0165064
0.5877061469265368,0.7684391080617495,1,0.074948095
0.5877061469265368,0.7718696397941681,0,1.31577
0.5892053973013494,0.7718696397941681,0,1.9069312
0.5892053973013494,0.7735849056603774,1,2.6766448
0.5892053973013494,0.79073756432247,0,1.06629
0.5892053973013494,0.7958833619210978,1,0.9215807
0.5922038980509745,0.7958833619210978,0,0.28130093
0.5922038980509745,0.7975986277873071,0,1.2518038
0.5937031484257871,0.7975986277873071,1,2.352099
0.5937031484257871,0.7993138936535163,1,3.5594568
0.5982008995502249,0.7993138936535163,0,0.9966264
0.5982008995502249,0.8010291595197255,1,4.3384447
0.5997001499250375,0.8010291595197255,0,0.67041415
0.5997001499250375,0.8044596912521441,0,0.11164317
0.6026986506746627,0.8044596912521441,1,0.19582546
0.6026986506746627,0.8061749571183533,0,1.5085006
0.6041979010494752,0.8061749571183533,1,0.49686098
0.6041979010494752,0.8078902229845626,0,0.6210669
0.6056971514242878,0.8078902229845626,0,0.008856202
0.6056971514242878,0.8096054888507719,1,3.275773
0.6206896551724138,0.8096054888507719,1,0.20750901
0.6206896551724138,0.8113207547169812,1,3.316041
0.623688155922039,0.8113207547169812,0,0.1814131
0.623688155922039,0.8130360205831904,1,0.5929837
0.6281859070464768,0.8130360205831904,1,2.7979002
0.6281859070464768,0.8164665523156089,0,0.22039002
0.6296851574212894,0.8164665523156089,1,2.958678
0.6296851574212894,0.8198970840480274,0,0.013459858
0.631184407796102,0.8198970840480274,1,4.078458
0.631184407796102,0.8216123499142367,1,0.072508544
0.6356821589205397,0.8216123499142367,0,0.07840573
0.6356821589205397,0.823327615780446,1,6.3358445
0.6371814092953523,0.823327615780446,0,1.4422101
0.6371814092953523,0.8250428816466552,1,0.4989716
0.6431784107946027,0.8250428816466552,1,0.4936603
0.6431784107946027,0.8267581475128645,0,1.7414876
0.6476761619190404,0.8267581475128645,1,0.28495002
0.6476761619190404,0.8284734133790738,0,1.5692673
0.6596701649175413,0.8284734133790738,0,1.8812256
0.6596701649175413,0.8301886792452831,0,0.6026673
0.6611694152923538,0.8301886792452831,1,0.20044512
0.6611694152923538,0.8319039451114922,0,0.010349192
0.6626686656671664,0.8319039451114922,1,4.0828466
0.6626686656671664,0.8353344768439108,0,1.6742694
0.6701649175412294,0.8353344768439108,0,0.8557148
0.6701649175412294,0.8370497427101201,0,0.38539627
0.6776611694152923,0.8370497427101201,0,0.52863145
0.6776611694152923,0.8387650085763293,0,1.1434431
0.6956521739130435,0.8387650085763293,1,2.4441347
0.7181409295352323,0.8387650085763293,1,1.0134952
0.7181409295352323,0.8421955403087479,1,3.5356147
0.7391304347826086,0.8421955403087479,0,0.9776057
0.7391304347826086,0.8439108061749572,1,0.3181924
0.7721139430284858,0.8439108061749572,0,1.669277
0.7721139430284858,0.8456260720411664,1,0.5171394
0.7766116941529235,0.8456260720411664,0,0.15657106
0.7766116941529235,0.8473413379073756,0,0.0137731545
0.7796101949025487,0.8473413379073756,1,0.10175236
0.7796101949025487,0.8507718696397941,1,0.51303566
0.7931034482758621,0.8507718696397941,0,1.2561536
0.7931034482758621,0.8524871355060034,0,0.016310576
0.7946026986506747,0.8524871355060034,1,2.694998
0.7946026986506747,0.8542024013722127,1,0.99392486
0.7976011994002998,0.8542024013722127,0,0.60597974
